RunNum  Good_i3  Good_it  LiveTime(s) ActiveStrings   ActiveDoms     ActiveInIce        OutDir                                                  Comment(s)
118350     1        1        28997.08           86          5383         5040          /data/exp/IceCube/2011/filtered/level2pass2a/0619/Run00118350/    
118351     1        1        28879.23           86          5383         5040          /data/exp/IceCube/2011/filtered/level2pass2a/0619/Run00118351/    
118352     1        1        28876.03           86          5383         5040          /data/exp/IceCube/2011/filtered/level2pass2a/0619/Run00118352/    
118353     1        1        28881.9           86          5383         5040          /data/exp/IceCube/2011/filtered/level2pass2a/0620/Run00118353/    
118354     1        1        28879.56           86          5383         5040          /data/exp/IceCube/2011/filtered/level2pass2a/0620/Run00118354/    
118355     1        1        28880.9           86          5383         5040          /data/exp/IceCube/2011/filtered/level2pass2a/0620/Run00118355/    
118357     1        1        899.05           86          5383         5040          /data/exp/IceCube/2011/filtered/level2pass2a/0621/Run00118357/    
118358     1        1        6745.93           86          5383         5040          /data/exp/IceCube/2011/filtered/level2pass2a/0621/Run00118358/    
118359     1        1        28801.04           86          5383         5040          /data/exp/IceCube/2011/filtered/level2pass2a/0621/Run00118359/    
118360     1        1        28196.81           86          5383         5040          /data/exp/IceCube/2011/filtered/level2pass2a/0621/Run00118360/    Validated manually. Has lost files.
118361     1        1        28304.18           86          5383         5040          /data/exp/IceCube/2011/filtered/level2pass2a/0621/Run00118361/    
118362     1        1        3724.46           84          5266         4923          /data/exp/IceCube/2011/filtered/level2pass2a/0622/Run00118362/    
118364     1        1        28876.93           86          5383         5040          /data/exp/IceCube/2011/filtered/level2pass2a/0622/Run00118364/    
118365     1        1        28877.04           86          5383         5040          /data/exp/IceCube/2011/filtered/level2pass2a/0622/Run00118365/    
118366     1        1        28996.53           86          5383         5040          /data/exp/IceCube/2011/filtered/level2pass2a/0623/Run00118366/    
118367     1        1        28882.84           86          5383         5040          /data/exp/IceCube/2011/filtered/level2pass2a/0623/Run00118367/    
118368     1        1        28882.19           86          5383         5040          /data/exp/IceCube/2011/filtered/level2pass2a/0623/Run00118368/    
118369     1        1        28876.91           86          5383         5040          /data/exp/IceCube/2011/filtered/level2pass2a/0624/Run00118369/    
118370     1        1        4917.42           86          5383         5040          /data/exp/IceCube/2011/filtered/level2pass2a/0624/Run00118370/    
118371     1        1        28879.18           86          5383         5040          /data/exp/IceCube/2011/filtered/level2pass2a/0624/Run00118371/    
118372     1        1        12538.68           86          5383         5040          /data/exp/IceCube/2011/filtered/level2pass2a/0624/Run00118372/    
118373     1        1        28885.13           86          5383         5040          /data/exp/IceCube/2011/filtered/level2pass2a/0624/Run00118373/    
118374     1        1        28879.04           86          5382         5039          /data/exp/IceCube/2011/filtered/level2pass2a/0625/Run00118374/    
118375     1        1        28883.82           86          5383         5040          /data/exp/IceCube/2011/filtered/level2pass2a/0625/Run00118375/    
118376     1        1        28882.15           86          5383         5040          /data/exp/IceCube/2011/filtered/level2pass2a/0625/Run00118376/    
118377     1        1        28877.89           86          5383         5040          /data/exp/IceCube/2011/filtered/level2pass2a/0626/Run00118377/    
118378     1        1        28876.38           86          5383         5040          /data/exp/IceCube/2011/filtered/level2pass2a/0626/Run00118378/    
118380     1        1        28882.23           86          5383         5040          /data/exp/IceCube/2011/filtered/level2pass2a/0627/Run00118380/    
118381     1        1        17346.67           86          5383         5040          /data/exp/IceCube/2011/filtered/level2pass2a/0627/Run00118381/    
118382     1        1        24209.46           86          5383         5040          /data/exp/IceCube/2011/filtered/level2pass2a/0627/Run00118382/    
118383     1        1        28800.67           86          5383         5040          /data/exp/IceCube/2011/filtered/level2pass2a/0627/Run00118383/    
118384     1        1        28800.91           86          5383         5040          /data/exp/IceCube/2011/filtered/level2pass2a/0628/Run00118384/    
118385     1        1        28801.13           86          5383         5040          /data/exp/IceCube/2011/filtered/level2pass2a/0628/Run00118385/    
118386     1        1        28801.2           86          5383         5040          /data/exp/IceCube/2011/filtered/level2pass2a/0628/Run00118386/    
118387     1        1        28800.52           86          5383         5040          /data/exp/IceCube/2011/filtered/level2pass2a/0629/Run00118387/    
118388     1        1        28800.48           86          5381         5038          /data/exp/IceCube/2011/filtered/level2pass2a/0629/Run00118388/    
118389     1        1        28800.79           86          5383         5040          /data/exp/IceCube/2011/filtered/level2pass2a/0629/Run00118389/    
118390     1        1        28801.05           86          5383         5040          /data/exp/IceCube/2011/filtered/level2pass2a/0630/Run00118390/    
118391     1        1        28800.84           86          5383         5040          /data/exp/IceCube/2011/filtered/level2pass2a/0630/Run00118391/    
118392     1        1        21441.97           86          5383         5040          /data/exp/IceCube/2011/filtered/level2pass2a/0630/Run00118392/    
118393     1        1        28800.98           86          5382         5039          /data/exp/IceCube/2011/filtered/level2pass2a/0701/Run00118393/    
118394     1        1        28800.81           86          5382         5039          /data/exp/IceCube/2011/filtered/level2pass2a/0701/Run00118394/    
118395     1        1        28800.78           86          5383         5040          /data/exp/IceCube/2011/filtered/level2pass2a/0701/Run00118395/    
118396     1        1        2515.44           86          5383         5040          /data/exp/IceCube/2011/filtered/level2pass2a/0702/Run00118396/    
118397     1        1        28801.06           86          5383         5040          /data/exp/IceCube/2011/filtered/level2pass2a/0702/Run00118397/    
118398     1        1        28801.08           86          5383         5040          /data/exp/IceCube/2011/filtered/level2pass2a/0702/Run00118398/    
118399     1        1        28801.05           86          5383         5040          /data/exp/IceCube/2011/filtered/level2pass2a/0702/Run00118399/    
118400     1        1        28800.96           86          5383         5040          /data/exp/IceCube/2011/filtered/level2pass2a/0703/Run00118400/    
118401     1        1        28800.77           86          5383         5040          /data/exp/IceCube/2011/filtered/level2pass2a/0703/Run00118401/    
118402     1        1        28800.72           86          5383         5040          /data/exp/IceCube/2011/filtered/level2pass2a/0703/Run00118402/    
118403     1        1        28801.29           86          5383         5040          /data/exp/IceCube/2011/filtered/level2pass2a/0704/Run00118403/    
118404     1        1        28801.01           86          5383         5040          /data/exp/IceCube/2011/filtered/level2pass2a/0704/Run00118404/    
118405     1        1        28800.69           86          5383         5040          /data/exp/IceCube/2011/filtered/level2pass2a/0704/Run00118405/    
118406     1        1        28800.61           86          5383         5040          /data/exp/IceCube/2011/filtered/level2pass2a/0705/Run00118406/    
118407     1        1        28800.94           86          5382         5039          /data/exp/IceCube/2011/filtered/level2pass2a/0705/Run00118407/    
118408     1        1        28800.97           86          5382         5039          /data/exp/IceCube/2011/filtered/level2pass2a/0705/Run00118408/    
118409     1        1        28800.41           86          5382         5039          /data/exp/IceCube/2011/filtered/level2pass2a/0706/Run00118409/    
118410     1        1        28800.87           86          5381         5038          /data/exp/IceCube/2011/filtered/level2pass2a/0706/Run00118410/    
118411     1        1        28800.54           86          5382         5039          /data/exp/IceCube/2011/filtered/level2pass2a/0706/Run00118411/    
118412     1        1        28800.92           86          5382         5039          /data/exp/IceCube/2011/filtered/level2pass2a/0707/Run00118412/    
118413     1        1        28801.2           86          5382         5039          /data/exp/IceCube/2011/filtered/level2pass2a/0707/Run00118413/    
118414     1        1        814.66           86          5382         5039          /data/exp/IceCube/2011/filtered/level2pass2a/0707/Run00118414/    
118415     1        1        28800.76           86          5383         5040          /data/exp/IceCube/2011/filtered/level2pass2a/0707/Run00118415/    
118416     1        1        28800.8           86          5381         5038          /data/exp/IceCube/2011/filtered/level2pass2a/0708/Run00118416/    
118417     1        1        28800.6           86          5381         5038          /data/exp/IceCube/2011/filtered/level2pass2a/0708/Run00118417/    
118419     1        1        28800.94           86          5382         5040          /data/exp/IceCube/2011/filtered/level2pass2a/0708/Run00118419/    
118420     1        1        28801.0           86          5383         5040          /data/exp/IceCube/2011/filtered/level2pass2a/0709/Run00118420/    
118421     1        1        28801.04           86          5383         5040          /data/exp/IceCube/2011/filtered/level2pass2a/0709/Run00118421/    
118422     1        1        28800.71           86          5383         5040          /data/exp/IceCube/2011/filtered/level2pass2a/0709/Run00118422/    
118423     1        1        28801.21           86          5383         5040          /data/exp/IceCube/2011/filtered/level2pass2a/0710/Run00118423/    
118424     1        1        28800.78           86          5383         5040          /data/exp/IceCube/2011/filtered/level2pass2a/0710/Run00118424/    
118425     1        1        28800.94           86          5383         5040          /data/exp/IceCube/2011/filtered/level2pass2a/0710/Run00118425/    
118426     1        1        28801.3           86          5383         5040          /data/exp/IceCube/2011/filtered/level2pass2a/0711/Run00118426/    
118427     1        1        28801.0           86          5383         5040          /data/exp/IceCube/2011/filtered/level2pass2a/0711/Run00118427/    
118429     1        1        28800.89           86          5383         5040          /data/exp/IceCube/2011/filtered/level2pass2a/0711/Run00118429/    
118430     1        1        28801.02           86          5383         5040          /data/exp/IceCube/2011/filtered/level2pass2a/0712/Run00118430/    
118431     1        1        28801.09           86          5383         5040          /data/exp/IceCube/2011/filtered/level2pass2a/0712/Run00118431/    
118432     1        1        28800.77           86          5383         5040          /data/exp/IceCube/2011/filtered/level2pass2a/0712/Run00118432/    
118433     1        1        28801.32           86          5383         5040          /data/exp/IceCube/2011/filtered/level2pass2a/0713/Run00118433/    
118434     1        1        28801.06           86          5383         5040          /data/exp/IceCube/2011/filtered/level2pass2a/0713/Run00118434/    
118435     1        1        28801.26           86          5383         5040          /data/exp/IceCube/2011/filtered/level2pass2a/0713/Run00118435/    
118436     1        1        28800.94           86          5383         5040          /data/exp/IceCube/2011/filtered/level2pass2a/0714/Run00118436/    
118437     1        1        28800.74           86          5381         5038          /data/exp/IceCube/2011/filtered/level2pass2a/0714/Run00118437/    
118438     1        1        28800.87           86          5382         5039          /data/exp/IceCube/2011/filtered/level2pass2a/0714/Run00118438/    
118439     1        1        28801.03           86          5383         5040          /data/exp/IceCube/2011/filtered/level2pass2a/0715/Run00118439/    
118440     1        1        28800.78           86          5383         5040          /data/exp/IceCube/2011/filtered/level2pass2a/0715/Run00118440/    
118441     1        1        21613.27           86          5383         5040          /data/exp/IceCube/2011/filtered/level2pass2a/0715/Run00118441/    
118442     1        1        28800.36           86          5383         5040          /data/exp/IceCube/2011/filtered/level2pass2a/0716/Run00118442/    
118443     1        1        6160.05           86          5383         5040          /data/exp/IceCube/2011/filtered/level2pass2a/0716/Run00118443/    
118444     1        1        28800.04           86          5385         5042          /data/exp/IceCube/2011/filtered/level2pass2a/0716/Run00118444/    
118445     1        1        28799.84           86          5385         5042          /data/exp/IceCube/2011/filtered/level2pass2a/0716/Run00118445/    
118446     1        1        28799.84           86          5385         5042          /data/exp/IceCube/2011/filtered/level2pass2a/0717/Run00118446/    
118447     1        1        28799.6           86          5385         5042          /data/exp/IceCube/2011/filtered/level2pass2a/0717/Run00118447/    
118448     1        1        28800.01           86          5385         5042          /data/exp/IceCube/2011/filtered/level2pass2a/0717/Run00118448/    
118449     1        1        28799.35           86          5385         5042          /data/exp/IceCube/2011/filtered/level2pass2a/0718/Run00118449/    
118450     1        1        28799.85           86          5385         5042          /data/exp/IceCube/2011/filtered/level2pass2a/0718/Run00118450/    
118451     1        1        28799.86           86          5385         5042          /data/exp/IceCube/2011/filtered/level2pass2a/0718/Run00118451/    
118453     1        1        28799.62           86          5385         5042          /data/exp/IceCube/2011/filtered/level2pass2a/0719/Run00118453/    
118454     1        1        28800.03           86          5385         5042          /data/exp/IceCube/2011/filtered/level2pass2a/0719/Run00118454/    
118455     1        1        28799.98           86          5385         5042          /data/exp/IceCube/2011/filtered/level2pass2a/0719/Run00118455/    
118456     1        1        28799.69           86          5385         5042          /data/exp/IceCube/2011/filtered/level2pass2a/0720/Run00118456/    
118457     1        1        22653.82           86          5385         5042          /data/exp/IceCube/2011/filtered/level2pass2a/0720/Run00118457/    
118462     1        1        28799.98           86          5383         5040          /data/exp/IceCube/2011/filtered/level2pass2a/0721/Run00118462/    
118463     1        1        28800.2           86          5384         5041          /data/exp/IceCube/2011/filtered/level2pass2a/0722/Run00118463/    
118464     1        1        28799.82           86          5384         5041          /data/exp/IceCube/2011/filtered/level2pass2a/0722/Run00118464/    
118465     1        1        28799.72           86          5384         5041          /data/exp/IceCube/2011/filtered/level2pass2a/0722/Run00118465/    
118466     1        1        28799.85           86          5384         5041          /data/exp/IceCube/2011/filtered/level2pass2a/0723/Run00118466/    
118467     1        1        28799.95           86          5384         5041          /data/exp/IceCube/2011/filtered/level2pass2a/0723/Run00118467/    
118468     1        1        28800.0           86          5384         5041          /data/exp/IceCube/2011/filtered/level2pass2a/0723/Run00118468/    
118469     1        1        28799.69           86          5384         5041          /data/exp/IceCube/2011/filtered/level2pass2a/0724/Run00118469/    
118470     1        1        28799.81           86          5384         5041          /data/exp/IceCube/2011/filtered/level2pass2a/0724/Run00118470/    
118471     1        1        28799.98           86          5384         5041          /data/exp/IceCube/2011/filtered/level2pass2a/0724/Run00118471/    
118472     1        1        28799.71           86          5384         5041          /data/exp/IceCube/2011/filtered/level2pass2a/0725/Run00118472/    
118473     1        1        28799.59           86          5384         5041          /data/exp/IceCube/2011/filtered/level2pass2a/0725/Run00118473/    
118474     1        1        28799.89           86          5384         5041          /data/exp/IceCube/2011/filtered/level2pass2a/0725/Run00118474/    
118475     1        1        24739.23           86          5384         5041          /data/exp/IceCube/2011/filtered/level2pass2a/0726/Run00118475/    
118495     1        1        4211.3           86          5380         5037          /data/exp/IceCube/2011/filtered/level2pass2a/0726/Run00118495/    
118497     1        1        28799.56           86          5382         5039          /data/exp/IceCube/2011/filtered/level2pass2a/0726/Run00118497/    
118498     1        1        28799.53           86          5382         5039          /data/exp/IceCube/2011/filtered/level2pass2a/0727/Run00118498/    
